ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,19991014,,,,,,,,39962.0,87281.7514
000001.SZ,19991015,,,,,,,,53103.0,118857.4277
000001.SZ,19991018,,,,,,,,48644.0,106870.9449
000001.SZ,19991019,,,,,,,,60320.0,127587.1105
000001.SZ,19991020,,,,,,,,35316.0,75582.5167
000001.SZ,19991021,,,,,,,,31098.0,66208.2644
000001.SZ,19991022,,,,,,,,71789.0,158113.9255
000001.SZ,19991025,,,,,,,,26534.0,57339.5533
000001.SZ,19991026,,,,,,,,26323.0,57424.8367
000001.SZ,19991027,,,,,,,,65490.0,145822.2068
000001.SZ,19991028,,,,,,,,36130.0,79273.5202
000001.SZ,19991029,,,,,,,,30789.0,66525.6436
000001.SZ,19991101,,,,,,,,28908.0,61930.6635
000001.SZ,19991102,,,,,,,,99480.0,220654.6924
000001.SZ,19991103,,,,,,,,34564.0,75531.5346
000001.SZ,19991104,,,,,,,,23325.0,50937.3347
000001.SZ,19991105,,,,,,,,39450.0,86654.568
000001.SZ,19991108,,,,,,,,137137.0,306809.0993
000001.SZ,19991109,,,,,,,,53646.0,119867.519
000001.SZ,19991110,,,,,,,,57568.0,124292.0491
000001.SZ,19991111,,,,,,,,51446.0,112014.2649
000001.SZ,19991112,,,,,,,,26720.0,58855.5205
000001.SZ,19991115,,,,,,,,27631.0,59666.301
000001.SZ,19991116,,,,,,,,49885.0,106330.935
000001.SZ,19991117,,,,,,,,32390.0,68572.1882
000001.SZ,19991118,,,,,,,,35093.0,75316.253
000001.SZ,19991119,,,,,,,,30680.0,66070.3343
000001.SZ,19991122,,,,,,,,41183.0,86760.3984
000001.SZ,19991123,,,,,,,,25375.0,53412.4471
000001.SZ,19991124,,,,,,,,46077.0,95590.6169
000001.SZ,19991125,,,,,,,,45450.0,92167.356
000001.SZ,19991126,,,,,,,,28918.0,58782.2677
000001.SZ,19991129,,,,,,,,55297.0,110577.2812
000001.SZ,19991130,,,,,,,,38907.0,76954.4961
000001.SZ,19991201,,,,,,,,36895.0,72815.1181
000001.SZ,19991202,,,,,,,,15670.0,31021.7936
000001.SZ,19991203,,,,,,,,27728.0,54088.5955
000001.SZ,19991206,,,,,,,,58544.0,111569.2037
000001.SZ,19991207,,,,,,,,55016.0,104800.5696
000001.SZ,19991208,,,,,,,,24956.0,47375.1034
000001.SZ,19991209,,,,,,,,32039.0,60333.5499
000001.SZ,19991210,,,,,,,,48953.32,91878.8661
000001.SZ,19991213,,,,,,,,36547.0,69713.6968
000001.SZ,19991214,,,,,,,,19431.0,36923.0898
000001.SZ,19991215,,,,,,,,61700.0,120902.6399
000001.SZ,19991216,,,,,,,,42563.0,82559.5101
000001.SZ,19991217,,,,,,,,34290.0,65072.1424
000001.SZ,19991221,,,,,,,,51701.0,95160.7908
000001.SZ,19991222,,,,,,,,40219.0,72983.5825
000001.SZ,19991223,,,,,,,,34097.74,61284.7085
000001.SZ,19991224,,,,,,,,28937.0,51226.2163
000001.SZ,19991227,,,,,,,,63654.0,110047.0
000001.SZ,19991228,,,,,,,,102089.0,176008.846
000001.SZ,19991229,,,,,,,,48567.0,84016.6618
000001.SZ,19991230,,,,,,,,47123.0,82193.1938
000001.SZ,20000104,,,,,,,,82161.0,147325.3568
000001.SZ,20000105,,,,,,,,93993.0,173475.1588
000001.SZ,20000106,,,,,,,,120222.0,221192.5105
000001.SZ,20000107,,,,,,,,229346.0,443592.4464
000001.SZ,20000110,,,,,,,,185211.0,372294.4957
000001.SZ,20000111,,,,,,,,126663.0,245867.4873
000001.SZ,20000112,,,,,,,,91753.0,169418.2658
000001.SZ,20000113,,,,,,,,50059.0,90723.737
000001.SZ,20000114,,,,,,,,55973.0,100267.7866
000001.SZ,20000117,,,,,,,,34501.0,61534.1974
000001.SZ,20000118,,,,,,,,46564.0,82818.8276
000001.SZ,20000119,,,,,,,,37811.0,67007.2896
