datetime,action,percent,price,hands,fee,total_captial,profit,zscore
2012-03-26 00:00:00,order,0.9417229607091336,2565.551,8,615.7322399999999,2179490.9635700006,0,0.90333921893894
2012-06-01 00:00:00,close,0,2598.7329999999997,0.0,2702.68232,2203333.8812499996,23842.917679999024,-1.2670632592430349
2012-06-27 00:00:00,order,0.8904322744980255,2451.6639999999998,8,588.3993599999999,2202745.4818899995,0,0.720832547379529
2012-07-19 00:00:00,close,0,2415.71,0.0,2512.3384,2171469.94349,-31275.538399999496,-1.1646326190469996
2012-07-25 00:00:00,order,0.9784882551793814,2360.134,9,637.23618,2170832.70731,0,0.9041518921015004
2012-10-24 00:00:00,close,0,2306.7329999999997,0.0,2698.8776099999995,2120072.9296999993,-50759.77761000069,-0.8662717708396461
2012-11-12 00:00:00,order,0.9557999156315536,2250.842,9,607.7273399999999,2119465.202359999,0,0.7547600801567546
2013-01-31 00:00:00,close,0,2677.187,0.0,3132.30879,2500043.3935699994,380578.1912100003,-0.8084367007714608
2013-04-10 00:00:00,order,0.9011546282734231,2502.5,9,675.675,2499367.7185699996,0,0.8348157553884895
2013-04-12 00:00:00,order,0.9933335433430974,2453.967,1,73.61901,2499294.0995599995,0,1.108248427861069
2013-04-24 00:00:00,close,0,2486.857,0.0,3232.9141,2485271.4854599996,-14022.61409999989,-1.0289473693706477
2013-07-19 00:00:00,order,0.9607859919287808,2170.089,11,716.1293699999999,2484555.3560899994,0,1.0827321647136536
2013-08-29 00:00:00,close,0,2315.913,0.0,3311.7555899999998,2641650.000499999,157094.64440999972,-1.2492097084252658
2013-09-12 00:00:00,order,0.9476239325899302,2502.54,10,750.762,2640899.238499999,0,1.2428272802807432
2013-10-25 00:00:00,close,0,2372.571,0.0,3084.3423,2507845.896199999,-133053.34230000013,-0.8981813284811425
2013-11-11 00:00:00,order,0.9251197659774295,2319.362,10,695.8086,2507150.087599999,0,0.7305957016843695
2013-12-10 00:00:00,close,0,2440.5029999999997,0.0,3172.6538999999993,2625118.4336999985,117968.34609999973,-1.9506767980959459
2014-01-14 00:00:00,order,0.9263413325289627,2210.024,11,729.3079199999999,2624389.1257799985,0,0.911561215973612
2014-03-21 00:00:00,close,0,2161.8979999999997,0.0,3091.5141399999998,2568359.0116399988,-56030.11413999973,-2.299530961486128
2014-05-06 00:00:00,order,0.921728300066729,2151.472,11,709.98576,2567649.0258799987,0,0.8180663490273944
2014-05-19 00:00:00,close,0,2124.708,0.0,3038.33244,2535170.2934399988,-32478.732439999934,-0.7065875125267207
2014-07-24 00:00:00,order,0.9735495554269024,2243.067,11,740.2121099999999,2534430.0813299986,0,1.8234756835855663
2014-08-20 00:00:00,close,0,2365.731,0.0,3382.99533,2665977.4859999986,131547.40467000008,-2.852646386337145
2014-09-11 00:00:00,order,0.9982925220246969,2418.752,11,798.1881599999998,2665179.2978399987,0,0.7493233548157828
2014-09-26 00:00:00,close,0,2443.91,0.0,3494.7913,2689358.306539999,24179.008700000122,-1.4795542779550992
2014-10-27 00:00:00,order,0.9709578804728016,2373.155,11,783.14115,2688575.165389999,0,1.2383782683481717
2014-12-26 00:00:00,close,0,3502.183,0.0,5008.12169,3925497.843699998,1236922.6783099994,-0.9854404149448797
2015-03-24 00:00:00,order,0.9085445892637115,3961.578,9,1069.6260599999998,3924428.217639998,0,0.9909043884882143
2015-05-12 00:00:00,close,0,4746.713,0.0,5553.654210000001,4625496.063429998,701067.8457900002,-0.9560258591527424
2015-05-28 00:00:00,order,0.9419278739736272,4839.53,9,1306.6731,4624189.390329998,0,1.019964495033595
2015-06-12 00:00:00,close,0,5354.0138,0.0,6264.196146,5080960.614183998,456771.22385399975,-0.8871488049405678
2015-09-14 00:00:00,order,0.9475688359716243,3208.744,15,1443.9347999999998,5079516.679383998,0,0.953560480664375
2015-09-18 00:00:00,close,0,3222.6029,0.0,6284.075655,5094020.953728997,14504.274344999343,-1.9450334007214787
2015-10-19 00:00:00,order,0.9698638369132306,3527.875,14,1481.7075,5092539.246228998,0,0.7483909787771612
2015-11-04 00:00:00,close,0,3630.7817,0.0,6608.022693999999,5230000.603534997,137461.35730599985,-1.1774537413471058
2015-11-05 00:00:00,order,0.990292830968187,3698.342,14,1553.3036399999999,5228447.299894998,0,1.4777397984906817
2015-11-27 00:00:00,close,0,3554.89,0.0,6469.8998,5021144.600094998,-207302.6997999996,-2.3063794027662694
2016-01-26 00:00:00,order,0.941321165608052,2953.1826,16,1417.527648,5019727.072446998,0,0.7760393274498334
2016-01-27 00:00:00,order,0.9877332173774614,2909.3341000000005,1,87.280023,5019639.792423998,0,1.4409636372277015
2016-02-23 00:00:00,close,0,3077.6062,0.0,6801.509702,5228743.252721998,209103.4602979999,-0.8860383029404603
2016-05-25 00:00:00,order,0.994078174233956,3056.6004,17,1558.8662039999997,5227184.386517998,0,0.7036601327094952
2016-06-22 00:00:00,close,0,3129.7207,0.0,6916.682746999999,5344572.213770997,117387.82725299895,-0.8105592409948389
2016-08-15 00:00:00,order,0.9554754185184645,3403.3838999999994,15,1531.5227549999997,5343040.691015997,0,2.0061794454265276
2017-01-10 00:00:00,close,0,3355.8008,0.0,6543.81156,5265122.229455997,-77918.46155999973,-0.9292296956492336
2017-02-17 00:00:00,order,0.975096990304906,3421.6433999999995,15,1539.7395299999998,5263582.489925997,0,0.7129356993204035
2017-03-14 00:00:00,close,0,3452.2139,0.0,6731.817105000001,5302706.422820998,39123.932895001024,-0.8476744850135257
2017-03-27 00:00:00,order,0.9847687568703772,3480.2490000000003,15,1566.11205,5301140.310770999,0,0.7448720062315866
2017-07-17 00:00:00,close,0,3648.4942,0.0,7114.563689999999,5546393.547080998,245253.2363099996,-1.416765924445309
2017-08-28 00:00:00,order,0.9693617066801128,3839.1779000000006,14,1612.454718,5544781.092362998,0,1.0073296888066245
2017-09-18 00:00:00,close,0,3849.8794,0.0,7006.780508000001,5552756.411854998,7975.319492000155,-0.7417994101383264
2017-09-26 00:00:00,order,0.9631530736183243,3818.9646,14,1603.9651319999998,5551152.446722998,0,0.9610319521406987
2018-02-07 00:00:00,close,0,4022.8802,0.0,7321.641964,5829312.644758999,278160.19803600106,-1.0297309813640536
2018-07-12 00:00:00,order,0.9577920037258232,3488.4966,16,1674.4783679999998,5827638.166390999,0,0.775335017474228
2018-07-19 00:00:00,close,0,3426.4558,0.0,7127.028064,5721245.8583269995,-106392.30806399975,-1.1944287096937507
2018-09-17 00:00:00,order,0.9492374217179814,3193.6423,17,1628.7575729999999,5719617.100753999,0,0.8380148132001132
2018-11-08 00:00:00,close,0,3193.3039,0.0,7057.201619,5711984.619134999,-7632.481619000435,-0.8031909935254549
2018-11-27 00:00:00,order,0.9890853390661897,3137.7477000000003,18,1694.383758,5710290.235376999,0,0.7680206678559568
2019-01-15 00:00:00,close,0,3126.1347,0.0,7315.1551979999995,5682071.680178998,-28218.555198000744,-0.8406708284536127
2019-01-30 00:00:00,order,0.9525066333141547,3182.6987,17,1623.1763369999999,5680448.503841998,0,1.2322896669225232
2019-03-20 00:00:00,close,0,3840.2783,0.0,8487.015043000001,6789846.808798999,1109398.3049570005,-1.0637636050220112
2019-04-12 00:00:00,order,0.956182715005963,4056.4919,16,1947.116112,6787899.692686998,0,0.7815254111293947
2019-04-24 00:00:00,close,0,4013.6027,0.0,8348.293616,6710928.679070999,-76971.01361599937,-1.1182485509786892
2019-06-20 00:00:00,order,0.9711918536248307,3832.7321,17,1954.6933709999998,6708973.985699999,0,1.4191101615578872
2019-07-12 00:00:00,close,0,3792.6409,0.0,8381.736389,6632437.209310998,-76536.77638900094,-1.2217316645712406
2019-09-11 00:00:00,order,0.9518974658595913,3944.6917,16,1893.4520159999997,6630543.7572949985,0,0.743191182573823
2019-11-04 00:00:00,close,0,3982.1155,0.0,8282.80024,6682139.037054999,51595.279760000296,-0.8005382132758585
2019-11-13 00:00:00,order,0.9940036067270072,3905.9284,17,1992.0234839999996,6680147.013570999,0,0.7816991764956022
2019-12-11 00:00:00,close,0,3908.4537,0.0,8637.682677,6675802.340894,-4344.672676999122,-0.8704295347286043
2019-12-17 00:00:00,order,0.9684974385646901,4039.724,16,1939.0675199999998,6673863.273374,0,1.3288836511367323
2020-01-22 00:00:00,close,0,4093.3229,0.0,8514.111632,6751107.401742,77244.1283680005,-1.3503827824938872
2020-03-03 00:00:00,order,0.9668869078011827,4078.4997999999996,16,1957.6799039999999,6749149.721838,0,0.7840098180843708
2020-03-10 00:00:00,close,0,4090.9348,0.0,8509.144384,6760536.577454001,11386.855616000481,-1.2690407242905832
2020-04-02 00:00:00,order,0.9911456321908483,3721.4815,18,2009.6000099999997,6758526.977444001,0,0.755864010244503
2020-04-09 00:00:00,close,0,3794.8429,0.0,8879.932386,6881697.565058001,123170.58761400077,-1.7029822083744388
2020-07-01 00:00:00,order,0.9859613346409553,4239.407999999999,16,2034.9158399999994,6879662.649218001,0,1.269797328345879
2020-07-29 00:00:00,close,0,4689.7632,0.0,9754.707456,7590476.2617620025,710813.6125440011,-1.0395591265528166
